Well_Name	Facies	Depth	GR	ILD_log10	DeltaPHI	PHIND
NOLAN	2	2870.5	73188	0.5	3026	11769
NOLAN	2	2871.0	81.0	486	3352	12322
NOLAN	2	2871.5	82188	457	3945	13144
NOLAN	2	2872.0	82063	421	5444	15.21
NOLAN	2	2872.5	77375	0.38	6592	16358
NOLAN	3	2873.0	74.75	341	6672	16326
NOLAN	5	2873.5	73688	0.31	6614	17409
NOLAN	5	2874.0	76.25	295	7123	19977
NOLAN	2	2874.5	73938	301	10693	21143
NOLAN	3	2875.0	75.5	323	8346	20.17
NOLAN	5	2875.5	77938	0.35	5703	16.27
NOLAN	5	2876.0	85.75	384	1.07	13579
NOLAN	5	2876.5	81875	438	969	9822
NOLAN	8	2877.0	75125	518	1062	7629
NOLAN	8	2877.5	73375	614	0.67	6898
NOLAN	8	2878.0	79938	696	442	6442
NOLAN	8	2878.5	89.5	749	0.54	6.54
NOLAN	6	2879.0	85813	767	1.25	6905
NOLAN	6	2879.5	75563	751	2104	7075
NOLAN	5	2880.0	60156	724	2.47	8125
NOLAN	5	2880.5	55938	703	2639	9324
NOLAN	6	2881.0	55063	685	2932	10984
NOLAN	4	2881.5	58844	658	4265	11.75
NOLAN	4	2882.0	55906	622	4477	11734
NOLAN	4	2882.5	54781	576	3558	11383
NOLAN	4	2883.0	56375	0.53	2147	10.89
NOLAN	6	2883.5	65125	498	2587	11329
NOLAN	6	2884.0	67813	487	5048	12872
NOLAN	4	2884.5	64938	495	7595	14.28
NOLAN	7	2885.0	58.5	511	9249	16044
NOLAN	7	2885.5	61313	523	8082	15111
NOLAN	7	2886.0	80563	529	6129	13842
NOLAN	7	2886.5	104438	0.54	4233	11.49
NOLAN	8	2887.0	116.5	566	2686	11084
NOLAN	8	2887.5	110875	612	1667	10638
NOLAN	8	2888.0	109313	664	755	10866
NOLAN	8	2888.5	108313	704	975	10402
NOLAN	6	2889.0	111688	727	1.09	10628
NOLAN	6	2889.5	100063	733	1139	9993
NOLAN	6	2890.0	100063	733	1139	9993
NOLAN	8	2890.5	95.0	0.73	1311	9.48
NOLAN	8	2891.0	80563	0.72	1565	8933
NOLAN	6	2891.5	63031	0.7	1.23	8487
NOLAN	6	2892.0	43813	667	702	8527
NOLAN	8	2892.5	33625	628	43	8551
NOLAN	8	2893.0	29656	591	472	9098
NOLAN	6	2893.5	26719	559	413	10524
NOLAN	6	2894.0	22641	531	1692	11687
NOLAN	8	2894.5	20953	0.5	1298	12667
NOLAN	8	2895.0	22562	0.47	924	12748
NOLAN	8	2895.5	24406	441	-136	12.49
NOLAN	8	2896.0	24875	418	299	12006
NOLAN	8	2896.5	25078	407	616	11.64
NOLAN	8	2897.0	24422	408	18	12872
NOLAN	8	2897.5	27781	415	-731	13719
NOLAN	8	2898.0	29734	429	-414	14037
NOLAN	8	2898.5	39656	446	486	12649
NOLAN	8	2899.0	48.75	462	1505	11727
NOLAN	8	2899.5	52406	486	1367	11133
NOLAN	6	2900.0	50188	522	1325	10.98
NOLAN	5	2900.5	54906	567	1359	10213
NOLAN	8	2901.0	68063	625	2214	9.7
NOLAN	6	2901.5	79813	702	3406	9289
NOLAN	4	2902.0	88.5	764	5345	9743
NOLAN	4	2902.5	85188	799	5.84	10127
NOLAN	4	2903.0	74188	795	4279	8905
NOLAN	4	2903.5	74188	795	4279	8905
NOLAN	5	2904.0	55406	739	2334	6504
NOLAN	6	2904.5	47875	676	446	4388
NOLAN	8	2905.0	58219	667	1984	5926
NOLAN	8	2905.5	79.25	671	1088	17369
NOLAN	3	2906.0	93125	664	0.0	27246
NOLAN	3	2906.5	94.25	649	1395	27267
NOLAN	3	2907.0	84875	612	808	20627
NOLAN	3	2907.5	77125	568	2991	14587
NOLAN	3	2908.0	70563	568	4263	13462
NOLAN	3	2908.5	61813	581	5689	12719
NOLAN	2	2909.0	62188	581	5641	12.67
NOLAN	2	2909.5	62563	569	5791	11446
NOLAN	2	2910.0	74.5	555	5529	11073
NOLAN	2	2910.5	84625	533	5446	13499
NOLAN	3	2911.0	94.25	525	4813	17.55
NOLAN	3	2911.5	101.0	531	6429	21452
NOLAN	3	2912.0	97.75	0.54	5759	23636
NOLAN	3	2912.5	90063	551	5239	21519
NOLAN	2	2913.0	79625	573	3499	17839
NOLAN	2	2913.5	73813	601	4323	12376
NOLAN	2	2914.0	77438	636	4629	9483
NOLAN	2	2914.5	72625	681	3464	7522
NOLAN	2	2915.0	69813	716	2422	7393
NOLAN	2	2915.5	65438	728	1631	7403
NOLAN	2	2916.0	65875	719	1158	7386
NOLAN	2	2916.5	67.25	693	916	7483
NOLAN	2	2917.0	67875	662	0.58	8404
NOLAN	2	2917.5	75.0	623	896	8381
NOLAN	2	2918.0	80938	578	1247	9.3
NOLAN	2	2918.5	86.75	0.55	2513	11256
NOLAN	2	2919.0	92125	528	1859	15.28
NOLAN	2	2919.5	95.0	504	2565	16331
NOLAN	2	2920.0	98625	498	2.98	17.43
NOLAN	2	2920.5	97.5	518	6042	19691
NOLAN	3	2921.0	92813	528	5913	24702
NOLAN	3	2921.5	72375	551	5425	24214
NOLAN	8	2922.0	48281	596	3.01	19402
NOLAN	8	2922.5	27.25	631	2861	13545
NOLAN	8	2923.0	19875	675	2844	9412
NOLAN	8	2923.5	16906	766	2.21	7409
NOLAN	8	2924.0	18391	845	1437	6.18
NOLAN	6	2924.5	21719	905	1495	5097
NOLAN	6	2925.0	25.75	961	1218	4592
NOLAN	8	2925.5	26438	992	1619	4192
NOLAN	8	2926.0	28031	971	1547	4459
NOLAN	8	2926.5	28875	944	892	4723
NOLAN	8	2927.0	33031	928	322	5977
NOLAN	8	2927.5	34469	919	1558	6645
NOLAN	5	2928.0	36875	0.92	2585	6643
NOLAN	5	2928.5	38688	933	1968	6138
NOLAN	5	2929.0	42625	941	845	5014
NOLAN	5	2929.5	42031	938	339	3713
NOLAN	6	2930.0	37.5	929	0.3	2873
NOLAN	6	2930.5	33281	919	546	2774
NOLAN	8	2931.0	38594	893	0.7	3841
NOLAN	8	2931.5	52688	847	0.82	4.99
NOLAN	2	2932.0	63938	782	1615	6.93
NOLAN	2	2932.5	74.0	721	3299	9299
NOLAN	2	2933.0	79813	676	4893	12.49
NOLAN	2	2933.5	91.25	653	6112	15422
NOLAN	2	2934.0	98.25	643	5027	15822
NOLAN	2	2934.5	98625	623	3709	13.82
NOLAN	2	2935.0	86.5	594	2686	10.4
NOLAN	2	2935.5	77313	567	2959	8614
NOLAN	3	2936.0	71938	546	4279	8905
NOLAN	3	2936.5	75.75	535	5234	12491
NOLAN	3	2937.0	83563	535	6867	17206
NOLAN	3	2937.5	93813	539	7596	20333
NOLAN	3	2938.0	99.5	538	7613	18754
NOLAN	3	2938.5	90813	532	5035	16059
NOLAN	3	2939.0	79813	534	4116	13315
NOLAN	2	2939.5	73313	535	3499	12809
NOLAN	1	2940.0	67625	547	3858	10888
NOLAN	1	2940.5	68063	576	3046	9502
NOLAN	1	2941.0	67625	597	2454	8337
NOLAN	1	2941.5	73688	597	3569	9908
NOLAN	3	2942.0	79.5	625	2096	20658
NOLAN	3	2942.5	82.5	658	-258	26186
NOLAN	3	2943.0	78.75	0.66	-3639	26344
NOLAN	3	2943.5	60.25	651	-5054	17847
NOLAN	8	2944.0	37125	0.64	-1233	11731
NOLAN	8	2944.5	20.75	624	2222	9936
NOLAN	8	2945.0	14414	657	1528	11411
NOLAN	8	2945.5	14117	721	-348	12506
NOLAN	8	2946.0	15938	0.76	-907	10917
NOLAN	8	2946.5	16797	779	-693	9.19
NOLAN	8	2947.0	18.25	795	198	7566
NOLAN	8	2947.5	18813	799	198	7566
NOLAN	8	2948.0	22641	802	1626	6.48
NOLAN	8	2948.5	28969	808	3541	5541
NOLAN	8	2949.0	30.5	813	4486	4889
NOLAN	8	2949.5	28.75	816	3868	5067
NOLAN	8	2950.0	23406	822	2603	6088
NOLAN	8	2950.5	20359	828	1714	6685
NOLAN	8	2951.0	16828	0.84	1235	6089
NOLAN	8	2951.5	19484	854	1365	4739
NOLAN	6	2952.0	23141	873	1311	3767
NOLAN	6	2952.5	26719	898	-26	4372
NOLAN	6	2953.0	26688	907	-705	4611
NOLAN	6	2953.5	25.75	882	-482	4144
NOLAN	8	2954.0	32906	839	0.03	3632
NOLAN	3	2954.5	55469	795	1023	4397
NOLAN	3	2955.0	81375	741	2505	6675
NOLAN	2	2955.5	98563	688	4586	10013
NOLAN	2	2956.0	102375	643	5.74	12424
NOLAN	2	2956.5	102188	601	6552	13809
NOLAN	2	2957.0	101.25	577	5038	13663
NOLAN	2	2957.5	102875	572	3579	13462
NOLAN	2	2958.0	103.25	572	2959	13643
NOLAN	2	2958.5	100688	577	2847	12.73
NOLAN	2	2959.0	95063	0.59	2977	12404
NOLAN	2	2959.5	89.0	607	3223	11621
NOLAN	2	2960.0	89125	624	2792	11417
NOLAN	2	2960.5	83063	642	2.1	10498
NOLAN	2	2961.0	76563	652	1783	10.18
NOLAN	2	2961.5	73.25	654	1856	10254
NOLAN	2	2962.0	79438	655	2849	11018
NOLAN	2	2962.5	89.0	653	3.64	11692
NOLAN	2	2963.0	85.5	641	3638	12036
NOLAN	2	2963.5	80.5	616	3192	11701
NOLAN	2	2964.0	73375	584	3028	11425
NOLAN	2	2964.5	74.75	546	3842	11783
NOLAN	2	2965.0	69063	513	4388	12897
NOLAN	2	2965.5	68375	489	5143	13997
NOLAN	2	2966.0	68313	473	4295	14406
NOLAN	2	2966.5	76813	462	5523	17231
NOLAN	2	2967.0	89875	467	6978	20171
NOLAN	3	2967.5	92.75	471	8101	20.61
NOLAN	3	2968.0	84875	467	5888	17256
NOLAN	5	2968.5	58375	462	3841	13151
NOLAN	5	2969.0	37969	467	3483	12337
NOLAN	8	2969.5	21266	0.48	3206	13.2
NOLAN	8	2970.0	17641	513	1941	14221
NOLAN	8	2970.5	15586	548	1257	13538
NOLAN	8	2971.0	15.0	574	1316	12112
NOLAN	8	2971.5	13617	596	1367	11133
NOLAN	8	2972.0	16.25	624	521	9831
NOLAN	8	2972.5	18781	626	-205	8994
NOLAN	8	2973.0	23219	602	-73	7641
NOLAN	8	2973.5	28328	565	2.51	8281
NOLAN	8	2974.0	45063	533	4381	11293
NOLAN	2	2974.5	65125	523	5516	14943
NOLAN	2	2975.0	83938	526	3957	16355
NOLAN	2	2975.5	82563	515	2854	14334
NOLAN	2	2976.0	75.5	493	1497	11491
NOLAN	2	2976.5	66.0	473	1604	9773
NOLAN	2	2977.0	67313	473	1.75	9236
NOLAN	2	2977.5	71.5	507	1.75	9236
NOLAN	2	2978.0	81.25	564	2996	10481
NOLAN	2	2978.5	90375	614	4566	11596
NOLAN	2	2979.0	92813	646	5413	12898
NOLAN	2	2979.5	87125	0.66	4698	12294
NOLAN	2	2980.0	77563	658	2914	10856
NOLAN	2	2980.5	73375	655	1.93	8959
NOLAN	2	2981.0	73438	663	1241	8036
NOLAN	2	2981.5	75.25	664	1355	7922
NOLAN	2	2982.0	76938	651	1622	8534
NOLAN	2	2982.5	80188	611	1913	9171
NOLAN	2	2983.0	88.5	564	1.97	9456
NOLAN	2	2983.5	98.5	526	1.98	10032
NOLAN	2	2984.0	107125	519	4313	13167
NOLAN	2	2984.5	108.75	535	6545	20311
NOLAN	3	2985.0	94563	549	9423	25587
NOLAN	5	2985.5	66813	567	6296	23489
NOLAN	8	2986.0	38781	588	1993	17245
NOLAN	8	2986.5	21016	611	-483	11225
NOLAN	8	2987.0	17484	665	898	6.67
NOLAN	8	2987.5	16234	753	-429	6483
NOLAN	8	2988.0	16672	832	-616	6524
NOLAN	8	2988.5	20172	903	1022	6449
NOLAN	4	2989.0	26953	949	2365	7108
NOLAN	5	2989.5	37594	931	2837	7124
NOLAN	5	2990.0	41188	838	2.13	6756
NOLAN	5	2990.5	43531	684	1667	5608
NOLAN	6	2991.0	42594	524	2746	8.29
NOLAN	6	2991.5	54031	385	3715	15084
NOLAN	3	2992.0	69.5	269	6086	22478
NOLAN	3	2992.5	74625	182	6257	24017
NOLAN	3	2993.0	63.75	114	7445	23609
NOLAN	3	2993.5	49469	56	9376	23827
NOLAN	3	2994.0	47656	12	9334	24357
NOLAN	3	2994.5	49375	-13	8292	23544
NOLAN	4	2995.0	48031	-19	5381	20059
NOLAN	8	2995.5	43.25	-12	3818	17813
NOLAN	8	2996.0	35844	14	2117	17024
NOLAN	8	2996.5	28859	46	1619	17326
NOLAN	8	2997.0	22609	77	1674	17955
NOLAN	8	2997.5	22188	98	1674	17955
NOLAN	8	2998.0	22266	102	886	17962
NOLAN	8	2998.5	30328	98	404	18053
NOLAN	8	2999.0	35313	0.1	103	17524
NOLAN	8	2999.5	46313	118	657	17166
NOLAN	8	3000.0	56594	152	772	17392
NOLAN	8	3000.5	64938	192	0.79	16153
NOLAN	8	3001.0	65.0	225	1096	13.26
NOLAN	8	3001.5	66438	249	2656	9112
NOLAN	8	3002.0	80.5	265	4468	7153
NOLAN	8	3002.5	93313	282	5942	8.17
NOLAN	8	3003.0	103125	295	5154	11154
NOLAN	8	3003.5	114.25	281	4109	14104
NOLAN	8	3004.0	131625	252	2.51	15703
NOLAN	8	3004.5	141.75	0.22	1815	16154
NOLAN	8	3005.0	129.5	192	1351	15.69
NOLAN	8	3005.5	120.25	176	1303	15982
NOLAN	8	3006.0	106625	172	2035	16374
NOLAN	8	3006.5	105.0	0.18	2762	16867
NOLAN	8	3007.0	97438	194	2.51	16387
NOLAN	8	3007.5	97688	215	1906	15672
NOLAN	5	3008.0	105875	243	1906	15672
NOLAN	5	3008.5	135625	279	1313	15191
NOLAN	5	3009.0	164.25	323	1.41	14264
NOLAN	5	3009.5	168375	376	1364	13528
NOLAN	8	3010.0	137875	434	981	12349
NOLAN	8	3010.5	98188	484	0.99	12242
NOLAN	8	3011.0	79188	519	655	11796
NOLAN	6	3011.5	76188	529	-93	10591
NOLAN	6	3012.0	88.25	0.52	-871	9123
NOLAN	8	3012.5	102.75	512	179	8805
NOLAN	8	3013.0	107563	517	3.99	11586
NOLAN	3	3013.5	110938	517	8549	14888
NOLAN	3	3014.0	104.0	501	9149	16974
NOLAN	3	3014.5	98563	474	5552	18862
NOLAN	3	3015.0	91125	447	3698	17347
NOLAN	3	3015.5	93125	425	3835	16233
NOLAN	3	3016.0	101938	422	6177	15259
NOLAN	3	3016.5	107313	426	6533	16416
NOLAN	3	3017.0	112563	424	7422	17188
NOLAN	3	3017.5	110375	427	6891	16546
NOLAN	3	3018.0	113.5	434	8294	16803
NOLAN	3	3018.5	107938	438	7729	18296
NOLAN	3	3019.0	103.5	448	7826	19762
NOLAN	3	3019.5	100.25	467	5943	19253
NOLAN	3	3020.0	94.5	483	5733	18242
NOLAN	3	3020.5	94.0	502	5628	16.54
NOLAN	2	3021.0	91188	526	6157	16841
NOLAN	2	3021.5	89938	545	6614	16725
NOLAN	3	3022.0	86.5	562	7713	17.14
NOLAN	3	3022.5	77938	576	7.04	15665
NOLAN	2	3023.0	76813	582	6162	14443
NOLAN	2	3023.5	77688	585	4795	13076
NOLAN	2	3024.0	77563	593	4761	13159
NOLAN	2	3024.5	78563	595	4461	12.97
NOLAN	2	3025.0	76.0	593	4411	13265
NOLAN	2	3025.5	80688	591	4974	12799
NOLAN	2	3026.0	82125	585	6129	13158
NOLAN	2	3026.5	84.5	0.57	6155	13523
NOLAN	2	3027.0	86688	557	5999	13484
NOLAN	2	3027.5	87.25	546	5884	13598
NOLAN	2	3028.0	87375	531	6392	13188
NOLAN	2	3028.5	87.0	518	5941	13883
NOLAN	2	3029.0	97375	519	7357	15299
NOLAN	2	3029.5	100563	515	6842	17865
NOLAN	2	3030.0	102625	516	6555	18152
NOLAN	2	3030.5	93.75	0.53	3788	17209
NOLAN	3	3031.0	94938	562	6043	16955
NOLAN	8	3031.5	81125	597	5.83	19023
NOLAN	8	3032.0	58188	643	6517	15.26
NOLAN	8	3032.5	32969	0.69	2971	11.14
NOLAN	8	3033.0	20969	734	2578	6748
NOLAN	8	3033.5	14461	782	1403	6947
NOLAN	8	3034.0	13609	859	948	7059
NOLAN	8	3034.5	13.25	908	-63	7534
NOLAN	8	3035.0	19219	909	336	7476
NOLAN	8	3035.5	19641	888	842	7.41
NOLAN	5	3036.0	24266	862	1437	6864
NOLAN	5	3036.5	26141	818	1.16	7727
NOLAN	5	3037.0	29594	773	2348	8687
NOLAN	5	3037.5	32938	734	3005	10374
NOLAN	5	3038.0	36844	697	3034	12005
NOLAN	5	3038.5	44188	667	2897	12435
NOLAN	5	3039.0	50625	661	3849	12703
NOLAN	4	3039.5	57.0	672	5339	12825
NOLAN	4	3040.0	57469	0.69	5764	13132
NOLAN	4	3040.5	48531	709	5243	12384
NOLAN	5	3041.0	40469	728	3199	10228
NOLAN	6	3041.5	32813	752	1314	8.11
NOLAN	5	3042.0	38563	0.79	809	6809
NOLAN	5	3042.5	46906	844	1924	7696
NOLAN	5	3043.0	54594	896	2275	8614
NOLAN	5	3043.5	51219	931	1239	8.38
NOLAN	5	3044.0	40688	0.94	-242	6443
NOLAN	5	3044.5	34406	939	-591	5181
NOLAN	5	3045.0	31297	0.95	-182	4333
NOLAN	5	3045.5	36469	967	169	4567
NOLAN	5	3046.0	38906	972	217	4959
NOLAN	5	3046.5	41906	969	117	5889
NOLAN	5	3047.0	38719	957	69	6181
NOLAN	5	3047.5	38125	938	288	6744
NOLAN	5	3048.0	41969	915	516	6516
NOLAN	5	3048.5	45031	0.89	1186	6.04
NOLAN	5	3049.0	47125	864	2279	5191
NOLAN	5	3049.5	57.75	838	1948	7036
NOLAN	4	3050.0	68375	0.82	2926	9037
NOLAN	6	3050.5	77313	814	3614	10644
NOLAN	6	3051.0	66313	815	4063	10976
NOLAN	8	3051.5	61406	811	3186	9753
NOLAN	8	3052.0	62438	808	2053	8738
NOLAN	8	3052.5	80875	806	1712	7712
NOLAN	8	3053.0	96.5	817	1956	7272
NOLAN	8	3053.5	120188	839	2635	7033
NOLAN	8	3054.0	165625	868	3205	7147
NOLAN	4	3054.5	219375	0.89	3504	8019
NOLAN	4	3055.0	247.5	909	3195	8622
NOLAN	4	3055.5	216.75	0.92	2845	8728
NOLAN	4	3056.0	166625	927	2713	8029
NOLAN	4	3056.5	119063	933	2689	8005
NOLAN	4	3057.0	96563	939	2528	7726
NOLAN	4	3057.5	78188	939	2023	8134
NOLAN	4	3058.0	78188	938	2249	8249
NOLAN	4	3058.5	70.75	936	2249	8249
NOLAN	4	3059.0	61.5	932	2.12	8231
NOLAN	4	3059.5	56813	926	1909	8248
NOLAN	4	3060.0	52281	921	1109	8022
NOLAN	4	3060.5	48438	913	1534	8329
NEWBY	3	2826.0	76.34	719	7.8	11.0
NEWBY	3	2826.5	83.74	688	9.7	12.55
NEWBY	3	2827.0	83.19	664	10.1	11.95
NEWBY	3	2827.5	80.44	648	10.1	11.15
NEWBY	3	2828.0	75.42	648	9.3	11.45
NEWBY	3	2828.5	71.5	663	9.2	11.6
NEWBY	3	2829.0	69.63	685	8.7	11.35
NEWBY	3	2829.5	70.01	705	8.6	11.1
NEWBY	3	2830.0	67.56	717	8.6	10.8
NEWBY	3	2830.5	67.33	719	7.3	10.75
NEWBY	3	2831.0	64.77	718	6.3	10.45
NEWBY	3	2831.5	64.8	715	5.7	10.05
NEWBY	2	2832.0	66.25	716	4.9	10.45
NEWBY	2	2832.5	66.55	719	6.4	10.4
NEWBY	2	2833.0	66.13	723	7.9	9.85
NEWBY	2	2833.5	65.54	723	8.1	8.65
NEWBY	2	2834.0	63.07	721	5.5	7.75
NEWBY	2	2834.5	59.71	0.72	3.7	7.05
NEWBY	2	2835.0	57.86	721	2.2	7.1
NEWBY	2	2835.5	54.8	723	1.0	7.4
NEWBY	2	2836.0	51.8	722	0.6	7.5
NEWBY	2	2836.5	52.62	717	1.3	7.45
NEWBY	2	2837.0	53.66	706	1.5	7.85
NEWBY	2	2837.5	55.79	688	2.1	8.25
NEWBY	2	2838.0	58.54	666	2.1	8.85
NEWBY	2	2838.5	60.95	639	2.1	9.65
NEWBY	2	2839.0	66.56	613	3.7	10.65
NEWBY	2	2839.5	70.88	589	5.6	11.4
NEWBY	2	2840.0	71.57	571	6.3	12.45
NEWBY	3	2840.5	72.53	555	6.3	13.45
NEWBY	3	2841.0	67.99	542	6.1	14.35
NEWBY	2	2841.5	60.31	525	5.0	14.1
NEWBY	2	2842.0	55.52	504	6.3	11.55
NEWBY	2	2842.5	56.07	486	5.0	11.0
NEWBY	2	2843.0	62.67	473	-2.6	15.8
NEWBY	2	2843.5	66.9	471	-2.2	21.4
NEWBY	2	2844.0	68.54	477	3.1	24.25
NEWBY	2	2844.5	68.7	483	3.3	22.85
NEWBY	5	2845.0	63.2	489	9.5	17.25
NEWBY	5	2845.5	60.33	493	11.6	15.6
NEWBY	5	2846.0	58.16	491	12.7	14.35
NEWBY	5	2846.5	52.61	481	9.9	11.45
NEWBY	3	2847.0	45.72	464	5.2	8.8
NEWBY	6	2847.5	35.92	441	4.5	7.95
NEWBY	6	2848.0	26.62	422	3.6	10.7
NEWBY	7	2848.5	24.14	398	5.9	12.55
NEWBY	7	2849.0	24.36	375	6.5	12.95
NEWBY	7	2849.5	23.28	0.35	6.5	11.85
NEWBY	7	2850.0	25.7	334	7.7	10.95
NEWBY	7	2850.5	28.2	336	8.2	11.2
NEWBY	7	2851.0	28.35	352	8.8	12.1
NEWBY	7	2851.5	31.71	377	9.0	12.8
NEWBY	7	2852.0	35.52	405	9.1	12.75
NEWBY	7	2852.5	39.11	431	9.3	12.55
NEWBY	5	2853.0	44.57	458	10.4	12.4
NEWBY	5	2853.5	54.42	0.49	11.1	12.35
NEWBY	5	2854.0	61.72	0.53	10.9	13.15
NEWBY	5	2854.5	66.81	577	11.9	13.55
NEWBY	4	2855.0	74.17	628	11.8	13.5
NEWBY	4	2855.5	82.18	679	9.2	12.5
NEWBY	4	2856.0	85.67	725	5.8	9.4
NEWBY	4	2856.5	87.06	761	1.6	6.3
NEWBY	4	2857.0	84.2	792	-1.2	4.6
NEWBY	8	2857.5	83.45	823	-1.9	4.35
NEWBY	8	2858.0	90.42	0.86	-1.3	5.75
NEWBY	6	2858.5	100.83	898	1.7	7.65
NEWBY	4	2859.0	108.34	0.93	4.9	9.65
NEWBY	4	2859.5	107.75	946	6.5	9.85
NEWBY	4	2860.0	92.63	945	5.3	8.55
NEWBY	4	2860.5	70.46	935	1.9	6.25
NEWBY	8	2861.0	55.67	924	-0.5	4.65
NEWBY	8	2861.5	49.35	919	-1.2	4.1
NEWBY	8	2862.0	46.82	918	-1.0	4.8
NEWBY	8	2862.5	48.11	0.91	-0.1	6.65
NEWBY	5	2863.0	51.66	886	1.5	8.65
NEWBY	5	2863.5	49.73	847	3.2	10.1
NEWBY	5	2864.0	51.46	801	4.1	11.25
NEWBY	4	2864.5	54.67	757	5.0	12.1
NEWBY	4	2865.0	56.96	721	5.2	12.4
NEWBY	4	2865.5	58.67	693	6.2	12.7
NEWBY	4	2866.0	61.19	675	6.6	12.9
NEWBY	4	2866.5	60.77	666	6.7	13.25
NEWBY	4	2867.0	60.99	661	6.2	13.5
NEWBY	4	2867.5	63.65	658	6.1	13.75
NEWBY	4	2868.0	66.98	654	6.0	13.8
NEWBY	4	2868.5	68.44	646	5.5	14.35
NEWBY	4	2869.0	71.39	638	5.0	14.8
NEWBY	4	2869.5	73.08	0.63	5.2	14.5
NEWBY	4	2870.0	71.86	624	4.9	14.75
NEWBY	4	2870.5	71.83	623	5.2	14.9
NEWBY	4	2871.0	70.27	624	5.8	15.1
NEWBY	4	2871.5	69.65	626	6.2	14.8
NEWBY	4	2872.0	66.78	631	5.7	14.15
NEWBY	4	2872.5	64.06	638	5.9	12.95
NEWBY	4	2873.0	60.24	651	5.1	11.65
NEWBY	4	2873.5	58.25	667	4.2	11.4
NEWBY	6	2874.0	56.79	687	3.5	10.95
NEWBY	6	2874.5	58.0	703	1.8	10.5
NEWBY	6	2875.0	60.75	0.71	0.8	10.6
NEWBY	4	2875.5	64.48	707	2.5	10.45
NEWBY	4	2876.0	65.37	693	4.1	10.25
NEWBY	4	2876.5	65.84	672	3.2	10.8
NEWBY	4	2877.0	67.38	0.65	2.7	11.45
NEWBY	4	2877.5	67.07	626	3.0	12.0
NEWBY	4	2878.0	65.28	603	3.6	12.8
NEWBY	4	2878.5	65.26	0.58	3.3	13.75
NEWBY	4	2879.0	63.4	559	3.1	13.85
NEWBY	4	2879.5	64.1	544	3.0	13.9
NEWBY	4	2880.0	66.77	542	2.7	14.45
NEWBY	4	2880.5	69.72	554	3.2	14.8
NEWBY	4	2881.0	71.0	0.58	4.4	15.2
NEWBY	4	2881.5	69.77	617	5.9	14.65
NEWBY	4	2882.0	64.39	665	5.5	12.45
NEWBY	4	2882.5	60.94	721	4.9	9.45
NEWBY	4	2883.0	56.89	785	3.4	7.1
NEWBY	6	2883.5	54.2	856	2.7	5.45
NEWBY	6	2884.0	53.14	923	1.3	4.35
NEWBY	6	2884.5	52.7	961	0.9	3.45
NEWBY	6	2885.0	51.93	946	0.7	3.65
NEWBY	8	2885.5	56.1	887	1.1	4.55
NEWBY	8	2886.0	61.49	805	2.5	5.95
NEWBY	5	2886.5	68.77	725	3.8	8.1
NEWBY	5	2887.0	78.57	658	-0.6	14.2
NEWBY	5	2887.5	85.47	0.61	-2.5	21.35
NEWBY	5	2888.0	88.63	583	-0.6	28.2
NEWBY	2	2888.5	88.97	569	-0.1	31.65
NEWBY	3	2889.0	84.66	567	0.2	30.2
NEWBY	3	2889.5	76.48	574	0.8	24.4
NEWBY	3	2890.0	69.35	595	-0.7	18.45
NEWBY	3	2890.5	63.07	0.63	7.7	10.55
NEWBY	3	2891.0	59.01	675	7.8	9.3
NEWBY	3	2891.5	59.94	719	8.8	8.0
NEWBY	3	2892.0	61.89	0.75	6.5	9.45
NEWBY	3	2892.5	63.84	763	6.0	10.1
NEWBY	3	2893.0	65.13	0.76	6.8	10.7
NEWBY	3	2893.5	65.86	745	6.8	11.2
NEWBY	3	2894.0	64.98	728	7.3	11.25
NEWBY	3	2894.5	63.13	713	6.7	11.25
NEWBY	3	2895.0	61.3	702	6.7	10.65
NEWBY	3	2895.5	59.07	695	6.6	10.5
NEWBY	3	2896.0	54.86	691	4.8	9.9
NEWBY	3	2896.5	52.06	688	3.1	9.45
NEWBY	2	2897.0	50.25	682	1.9	8.85
NEWBY	2	2897.5	49.94	671	1.0	8.6
NEWBY	2	2898.0	49.52	656	0.5	8.45
NEWBY	2	2898.5	50.38	644	0.9	8.35
NEWBY	2	2899.0	51.74	633	1.7	8.85
NEWBY	2	2899.5	54.38	623	3.3	9.95
NEWBY	2	2900.0	57.35	613	5.7	10.75
NEWBY	2	2900.5	60.11	0.6	7.2	11.0
NEWBY	2	2901.0	60.58	589	8.6	11.4
NEWBY	2	2901.5	62.39	0.59	8.2	12.6
NEWBY	2	2902.0	64.39	605	3.8	15.3
NEWBY	2	2902.5	63.97	632	0.4	19.4
NEWBY	2	2903.0	58.9	664	1.6	20.6
NEWBY	2	2903.5	49.15	0.69	-3.2	18.6
NEWBY	3	2904.0	37.28	713	-3.7	13.05
NEWBY	8	2904.5	37.28	713	-3.7	13.05
NEWBY	8	2905.0	24.56	743	-1.9	9.55
NEWBY	8	2905.5	18.18	785	-0.5	8.55
NEWBY	8	2906.0	15.89	841	1.5	8.05
NEWBY	8	2906.5	15.67	898	2.2	7.6
NEWBY	8	2907.0	15.77	932	1.0	7.1
NEWBY	8	2907.5	14.62	928	-0.1	6.35
NEWBY	8	2908.0	13.92	886	-0.3	5.85
NEWBY	8	2908.5	14.0	823	-0.2	6.0
NEWBY	8	2909.0	15.63	759	0.1	7.05
NEWBY	8	2909.5	18.49	708	0.8	9.2
